Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Age_Group,Department,Region,Year,Performance_Score_Group,Remote_Work_Group
EMP1174,David,Garcia,40,Pending,2023-10-14,94988.94,david.garcia@example.com,531-312-205,Good,False,Late Middle Age,Sales,Illinois,2023,3,No
EMP1175,Eva,Miller,25,Pending,2024-04-10,71628.93,eva.miller@example.com,815-583-9385,Excellent,False,Young Adults,Admin,California,2024,4,No
EMP1176,Alice,Williams,30,Pending,2022-03-31,54870.98,alice.williams@example.com,613-315-5205,Good,False,Early Middle Age,Admin,Illinois,2022,3,No
EMP1177,Alice,Williams,25,Active,2022-02-09,79388.27,alice.williams@example.com,506-373-1494,Average,True,Young Adults,DevOps,Illinois,2022,2,Yes
EMP1178,Frank,Smith,35,Pending,2023-05-06,55946.99,frank.smith@example.com,136-497-188,Average,False,Early Middle Age,DevOps,California,2023,2,No
EMP1179,Charlie,Williams,30,Active,2021-07-11,81017.91,charlie.williams@example.com,241-956-2524,Excellent,True,Early Middle Age,Cloud Tech,Nevada,2021,4,Yes
EMP1180,Heidi,Jones,40,Pending,2020-08-21,74162.1,heidi.jones@example.com,715-099-7682,Excellent,False,Late Middle Age,HR,New York,2020,4,No
EMP1181,Heidi,Davis,30,Active,2021-03-27,77668.44,heidi.davis@example.com,890-309-1435,Good,True,Early Middle Age,DevOps,California,2021,3,Yes
EMP1182,Alice,Miller,30,Active,2024-04-14,67886.37,alice.miller@example.com,391-025-7431,Poor,False,Early Middle Age,HR,New York,2024,1,No
EMP1183,Alice,Williams,40,Active,2020-09-21,76614.52,alice.williams@example.com,630-397-5244,Good,True,Late Middle Age,DevOps,Florida,2020,3,Yes
EMP1184,Frank,Smith,25,Active,2022-06-12,51311.91,frank.smith@example.com,864-035-532,Excellent,False,Young Adults,Finance,Nevada,2022,4,No
EMP1185,Frank,Jones,30,Inactive,2023-12-24,94809.92,frank.jones@example.com,803-396-8526,Good,True,Early Middle Age,Finance,Illinois,2023,3,Yes
EMP1186,Grace,Johnson,25,Pending,2022-07-31,108241.81,grace.johnson@example.com,171-302-320,Excellent,True,Young Adults,HR,New York,2022,4,Yes
EMP1187,Bob,Davis,40,Inactive,2023-04-21,78031.49,bob.davis@example.com,298-338-1673,Good,True,Late Middle Age,Cloud Tech,New York,2023,3,Yes
EMP1188,Eva,Davis,35,Active,2020-06-05,85733.83,eva.davis@example.com,233-629-3448,Excellent,True,Early Middle Age,Admin,California,2020,4,Yes
EMP1189,David,Miller,35,Pending,2024-07-27,60338.29,david.miller@example.com,734-715-6626,Excellent,False,Early Middle Age,HR,Nevada,2024,4,No
EMP1190,Eva,Davis,30,Active,2024-04-05,103140.67,eva.davis@example.com,768-962-7065,Excellent,False,Early Middle Age,Admin,Illinois,2024,4,No
EMP1191,Heidi,Williams,40,Inactive,2023-10-26,114690.8,heidi.williams@example.com,149-828-2466,Poor,True,Late Middle Age,Sales,Illinois,2023,1,Yes
EMP1192,Frank,Smith,35,Active,2022-08-18,80954.56,frank.smith@example.com,474-689-7151,Good,False,Early Middle Age,Admin,Florida,2022,3,No
EMP1193,Eva,Davis,30,Pending,2020-05-31,71728.55,eva.davis@example.com,732-300-8575,Good,True,Early Middle Age,Cloud Tech,California,2020,3,Yes
EMP1194,Alice,Davis,35,Pending,2024-11-04,118415.8,alice.davis@example.com,665-674-9159,Good,True,Early Middle Age,HR,Texas,2024,3,Yes
EMP1195,Grace,Johnson,40,Pending,2020-03-25,81481.36,grace.johnson@example.com,169-236-4586,Excellent,False,Late Middle Age,Sales,Illinois,2020,4,No
EMP1196,David,Johnson,35,Pending,2020-11-04,117040.57,david.johnson@example.com,506-633-7049,Good,True,Early Middle Age,Sales,Florida,2020,3,Yes
EMP1197,Frank,Brown,25,Active,2020-03-21,67342.06,frank.brown@example.com,249-724-3991,Good,True,Young Adults,Sales,Nevada,2020,3,Yes
EMP1198,Heidi,Jones,30,Active,2022-01-15,76099.64,heidi.jones@example.com,116-691-835,Excellent,False,Early Middle Age,Sales,Illinois,2022,4,No
EMP1199,Grace,Williams,35,Active,2024-06-04,94162.06,grace.williams@example.com,264-488-6945,Average,True,Early Middle Age,DevOps,Illinois,2024,2,Yes
EMP1200,Frank,Davis,25,Inactive,2021-08-04,67639.7,frank.davis@example.com,119-524-3639,Excellent,True,Young Adults,Sales,Nevada,2021,4,Yes
EMP1201,Charlie,Garcia,35,Pending,2020-10-16,114172.25,charlie.garcia@example.com,270-116-8645,Good,True,Early Middle Age,Cloud Tech,Illinois,2020,3,Yes
EMP1202,Grace,Davis,30,Active,2021-09-26,89124.54,grace.davis@example.com,225-223-7280,Excellent,True,Early Middle Age,Sales,Nevada,2021,4,Yes
EMP1203,Frank,Smith,30,Pending,2023-11-04,113871.36,frank.smith@example.com,793-230-2345,Average,False,Early Middle Age,DevOps,Nevada,2023,2,No
EMP1204,Grace,Brown,30,Inactive,2021-09-24,62618.4,grace.brown@example.com,791-214-1613,Excellent,False,Early Middle Age,HR,Texas,2021,4,No
EMP1205,Heidi,Jones,30,Active,2020-06-07,70705.45,heidi.jones@example.com,150-937-7099,Good,False,Early Middle Age,Admin,New York,2020,3,No
EMP1206,Alice,Garcia,35,Pending,2022-02-10,60797.69,alice.garcia@example.com,409-013-8068,Average,True,Early Middle Age,Sales,New York,2022,2,Yes
EMP1207,Charlie,Brown,40,Inactive,2023-10-17,100371.0,charlie.brown@example.com,847-759-6554,Poor,True,Late Middle Age,Cloud Tech,Florida,2023,1,Yes
EMP1208,Eva,Miller,40,Active,2021-09-25,117591.76,eva.miller@example.com,535-669-0550,Good,False,Late Middle Age,Admin,Illinois,2021,3,No
EMP1209,David,Jones,35,Inactive,2022-08-03,103860.7,david.jones@example.com,762-091-842,Average,True,Early Middle Age,DevOps,Illinois,2022,2,Yes
EMP1210,Grace,Davis,30,Active,2024-11-22,67500.22,grace.davis@example.com,579-786-3049,Average,True,Early Middle Age,Admin,Illinois,2024,2,Yes
EMP1211,Frank,Davis,30,Pending,2024-10-09,58727.44,frank.davis@example.com,505-739-7690,Poor,True,Early Middle Age,Cloud Tech,Nevada,2024,1,Yes
EMP1212,Charlie,Jones,35,Active,2024-08-28,80623.08,charlie.jones@example.com,567-164-9327,Excellent,True,Early Middle Age,Finance,Illinois,2024,4,Yes
EMP1213,David,Davis,40,Inactive,2020-04-19,77751.78,david.davis@example.com,980-271-4871,Excellent,False,Late Middle Age,HR,Texas,2020,4,No
EMP1214,Grace,Williams,25,Active,2021-10-14,115157.81,grace.williams@example.com,717-833-3210,Good,False,Young Adults,HR,New York,2021,3,No
EMP1215,Frank,Jones,30,Inactive,2024-08-26,83071.85,frank.jones@example.com,602-564-3470,Poor,False,Early Middle Age,Admin,Texas,2024,1,No
EMP1216,Heidi,Brown,40,Active,2020-02-08,67914.67,heidi.brown@example.com,287-153-9914,Excellent,True,Late Middle Age,Sales,Texas,2020,4,Yes
EMP1217,Grace,Jones,25,Inactive,2020-09-06,53342.46,grace.jones@example.com,668-633-4140,Poor,False,Young Adults,HR,New York,2020,1,No
EMP1218,Heidi,Garcia,25,Pending,2023-01-02,51150.47,heidi.garcia@example.com,115-931-9524,Excellent,False,Young Adults,Cloud Tech,Florida,2023,4,No
EMP1219,David,Davis,30,Active,2023-06-13,74697.12,david.davis@example.com,690-409-8365,Average,True,Early Middle Age,HR,Florida,2023,2,Yes
EMP1220,Charlie,Williams,25,Active,2022-12-13,88085.74,charlie.williams@example.com,552-899-3159,Excellent,True,Young Adults,Sales,California,2022,4,Yes
EMP1221,Alice,Williams,40,Pending,2022-03-03,118672.76,alice.williams@example.com,875-243-7728,Poor,False,Late Middle Age,Finance,Texas,2022,1,No
EMP1222,Alice,Miller,35,Active,2024-02-10,95997.31,alice.miller@example.com,420-954-8148,Average,False,Early Middle Age,Cloud Tech,California,2024,2,No
EMP1223,Frank,Brown,30,Pending,2021-11-24,106945.62,frank.brown@example.com,737-460-5232,Average,False,Early Middle Age,Cloud Tech,California,2021,2,No
EMP1224,Heidi,Johnson,40,Active,2020-05-09,100123.15,heidi.johnson@example.com,276-420-864,Average,False,Late Middle Age,DevOps,New York,2020,2,No
EMP1225,Alice,Johnson,35,Active,2024-12-19,52933.42,alice.johnson@example.com,675-661-8442,Poor,True,Early Middle Age,Admin,Texas,2024,1,Yes
EMP1226,Grace,Jones,30,Active,2024-03-22,95283.03,grace.jones@example.com,861-259-0471,Good,False,Early Middle Age,Finance,California,2024,3,No
EMP1227,Alice,Miller,35,Inactive,2022-06-13,112264.06,alice.miller@example.com,927-742-3329,Good,False,Early Middle Age,HR,Texas,2022,3,No
EMP1228,Grace,Smith,35,Pending,2022-10-15,75714.28,grace.smith@example.com,591-266-2014,Good,True,Early Middle Age,Admin,Florida,2022,3,Yes
EMP1229,Eva,Jones,25,Active,2022-05-31,92171.73,eva.jones@example.com,720-185-9625,Poor,False,Young Adults,DevOps,Florida,2022,1,No
EMP1230,Eva,Miller,35,Inactive,2023-09-15,70694.8,eva.miller@example.com,301-367-4925,Average,True,Early Middle Age,Cloud Tech,Texas,2023,2,Yes
EMP1231,Grace,Brown,30,Inactive,2022-07-04,52964.86,grace.brown@example.com,176-475-0110,Good,True,Early Middle Age,DevOps,Florida,2022,3,Yes
EMP1232,Frank,Brown,30,Pending,2024-06-08,116353.31,frank.brown@example.com,178-309-9973,Poor,True,Early Middle Age,Finance,California,2024,1,Yes
EMP1233,Grace,Brown,35,Pending,2020-11-23,116695.26,grace.brown@example.com,192-676-4920,Good,False,Early Middle Age,Sales,Nevada,2020,3,No
EMP1234,Heidi,Brown,25,Active,2024-05-13,95161.4,heidi.brown@example.com,518-260-6887,Excellent,False,Young Adults,Admin,Texas,2024,4,No
EMP1235,Alice,Brown,30,Inactive,2022-01-29,76040.94,alice.brown@example.com,718-981-3128,Good,True,Early Middle Age,Admin,Nevada,2022,3,Yes
EMP1236,Charlie,Miller,30,Inactive,2023-08-23,69508.28,charlie.miller@example.com,208-751-0292,Good,False,Early Middle Age,HR,Florida,2023,3,No
EMP1237,Alice,Miller,30,Inactive,2023-02-24,58243.27,alice.miller@example.com,218-401-1844,Average,False,Early Middle Age,Finance,Illinois,2023,2,No
EMP1238,Heidi,Williams,30,Pending,2022-10-02,64012.48,heidi.williams@example.com,826-034-0847,Poor,True,Early Middle Age,Sales,California,2022,1,Yes
EMP1239,Bob,Garcia,40,Inactive,2020-06-28,106735.93,bob.garcia@example.com,729-758-5987,Average,True,Late Middle Age,Admin,Nevada,2020,2,Yes
EMP1240,Frank,Johnson,35,Pending,2023-01-15,70325.36,frank.johnson@example.com,310-303-2431,Average,False,Early Middle Age,DevOps,Texas,2023,2,No
EMP1241,Charlie,Davis,30,Active,2020-09-05,118959.28,charlie.davis@example.com,983-954-2960,Average,True,Early Middle Age,HR,Illinois,2020,2,Yes
EMP1242,David,Brown,40,Pending,2023-03-18,75823.78,david.brown@example.com,844-626-7145,Average,False,Late Middle Age,Cloud Tech,California,2023,2,No
EMP1243,Charlie,Smith,30,Inactive,2022-03-26,119971.65,charlie.smith@example.com,283-143-5988,Average,False,Early Middle Age,Cloud Tech,Texas,2022,2,No
EMP1244,Grace,Davis,40,Active,2021-10-11,94963.7,grace.davis@example.com,262-566-0930,Good,False,Late Middle Age,Sales,Texas,2021,3,No
EMP1245,Frank,Miller,30,Pending,2021-01-07,103744.71,frank.miller@example.com,418-186-1514,Average,False,Early Middle Age,Sales,Nevada,2021,2,No
EMP1246,Alice,Smith,25,Inactive,2020-12-03,61337.69,alice.smith@example.com,542-340-1635,Average,True,Young Adults,Sales,New York,2020,2,Yes
EMP1247,David,Smith,35,Active,2021-05-28,63741.13,david.smith@example.com,112-849-7184,Poor,True,Early Middle Age,Sales,California,2021,1,Yes
EMP1248,Eva,Smith,30,Pending,2022-12-28,56539.99,eva.smith@example.com,948-491-0255,Excellent,True,Early Middle Age,DevOps,California,2022,4,Yes
EMP1249,Charlie,Williams,30,Pending,2023-05-24,73633.37,charlie.williams@example.com,258-896-7923,Good,True,Early Middle Age,DevOps,Illinois,2023,3,Yes
EMP1250,Alice,Miller,25,Pending,2024-04-28,90373.99,alice.miller@example.com,822-269-404,Good,False,Young Adults,Cloud Tech,Texas,2024,3,No
EMP1251,Grace,Smith,30,Inactive,2024-12-25,93901.48,grace.smith@example.com,396-727-5783,Good,False,Early Middle Age,DevOps,Texas,2024,3,No
EMP1252,Eva,Brown,40,Inactive,2021-09-01,81748.09,eva.brown@example.com,468-341-4650,Average,True,Late Middle Age,Admin,Nevada,2021,2,Yes
EMP1253,Charlie,Jones,40,Inactive,2021-02-21,73813.48,charlie.jones@example.com,113-129-0147,Average,False,Late Middle Age,Finance,Florida,2021,2,No
EMP1254,Frank,Smith,35,Inactive,2022-11-20,89315.59,frank.smith@example.com,706-827-7880,Average,False,Early Middle Age,Finance,New York,2022,2,No
EMP1255,Heidi,Williams,25,Active,2020-10-15,56776.82,heidi.williams@example.com,609-306-8537,Poor,False,Young Adults,HR,Florida,2020,1,No
EMP1256,Grace,Davis,30,Active,2024-07-24,72920.51,grace.davis@example.com,909-728-3214,Excellent,True,Early Middle Age,Finance,New York,2024,4,Yes
EMP1257,Frank,Miller,30,Pending,2022-08-14,84913.18,frank.miller@example.com,285-067-6250,Average,True,Early Middle Age,Admin,Florida,2022,2,Yes
EMP1258,Alice,Garcia,25,Inactive,2021-05-08,65060.11,alice.garcia@example.com,538-144-7442,Excellent,True,Young Adults,Finance,Illinois,2021,4,Yes
EMP1259,Alice,Williams,35,Pending,2023-10-09,82941.08,alice.williams@example.com,963-480-796,Poor,False,Early Middle Age,Finance,Illinois,2023,1,No
EMP1260,Bob,Smith,40,Pending,2022-01-19,103469.97,bob.smith@example.com,509-754-509,Good,True,Late Middle Age,Admin,California,2022,3,Yes
EMP1261,Grace,Miller,25,Active,2022-01-12,88725.6,grace.miller@example.com,526-501-6730,Average,True,Young Adults,Sales,Illinois,2022,2,Yes
EMP1262,Heidi,Jones,30,Pending,2023-06-05,58316.77,heidi.jones@example.com,882-617-0242,Excellent,True,Early Middle Age,HR,Illinois,2023,4,Yes
EMP1263,Grace,Smith,35,Inactive,2024-03-26,60098.72,grace.smith@example.com,765-456-2840,Excellent,True,Early Middle Age,HR,Illinois,2024,4,Yes
EMP1264,Grace,Williams,30,Active,2020-10-07,99951.43,grace.williams@example.com,772-256-0530,Average,True,Early Middle Age,Cloud Tech,Texas,2020,2,Yes
EMP1265,Heidi,Johnson,30,Active,2021-11-02,115195.81,heidi.johnson@example.com,340-266-5022,Good,True,Early Middle Age,Sales,Illinois,2021,3,Yes
EMP1266,Grace,Brown,30,Pending,2021-11-19,85512.05,grace.brown@example.com,741-678-7255,Good,False,Early Middle Age,DevOps,California,2021,3,No
EMP1267,Heidi,Garcia,30,Active,2022-01-24,73186.77,heidi.garcia@example.com,862-110-2257,Good,False,Early Middle Age,HR,Florida,2022,3,No
EMP1268,Grace,Davis,30,Pending,2023-07-12,51865.3,grace.davis@example.com,305-690-673,Poor,True,Early Middle Age,HR,Nevada,2023,1,Yes
EMP1269,David,Williams,25,Active,2022-12-09,94031.77,david.williams@example.com,471-639-2822,Excellent,True,Young Adults,Sales,Florida,2022,4,Yes
EMP1270,Grace,Miller,30,Active,2023-03-18,116374.36,grace.miller@example.com,414-363-7188,Excellent,False,Early Middle Age,DevOps,New York,2023,4,No
EMP1271,Alice,Garcia,40,Active,2022-04-25,98335.02,alice.garcia@example.com,239-231-2603,Excellent,False,Late Middle Age,HR,Florida,2022,4,No
EMP1272,Heidi,Garcia,25,Pending,2021-02-28,89262.07,heidi.garcia@example.com,326-093-1065,Poor,True,Young Adults,DevOps,New York,2021,1,Yes
EMP1273,Heidi,Garcia,30,Active,2022-07-30,113848.69,heidi.garcia@example.com,843-356-7085,Excellent,True,Early Middle Age,Finance,California,2022,4,Yes
EMP1274,Frank,Smith,35,Active,2021-05-19,69530.45,frank.smith@example.com,414-545-634,Poor,True,Early Middle Age,Sales,Florida,2021,1,Yes
EMP1275,Eva,Brown,35,Pending,2023-12-14,84230.22,eva.brown@example.com,200-053-473,Good,True,Early Middle Age,DevOps,New York,2023,3,Yes
EMP1276,Eva,Smith,35,Pending,2023-01-17,76578.59,eva.smith@example.com,916-247-5540,Average,False,Early Middle Age,Cloud Tech,Illinois,2023,2,No
EMP1277,Frank,Miller,30,Inactive,2024-01-02,55532.06,frank.miller@example.com,108-255-5988,Excellent,True,Early Middle Age,HR,Texas,2024,4,Yes
EMP1278,Eva,Smith,40,Pending,2021-07-09,115311.68,eva.smith@example.com,534-396-1128,Excellent,True,Late Middle Age,Admin,New York,2021,4,Yes
EMP1279,Charlie,Johnson,25,Pending,2021-05-05,66972.06,charlie.johnson@example.com,109-337-1188,Good,True,Young Adults,Sales,Nevada,2021,3,Yes
EMP1280,David,Brown,30,Inactive,2021-11-07,100215.06,david.brown@example.com,547-382-0235,Average,True,Early Middle Age,Cloud Tech,Texas,2021,2,Yes
EMP1281,Charlie,Brown,25,Inactive,2023-08-30,115452.25,charlie.brown@example.com,848-557-1616,Poor,False,Young Adults,Sales,New York,2023,1,No
EMP1282,Heidi,Miller,30,Inactive,2023-08-15,54141.38,heidi.miller@example.com,688-029-4239,Average,False,Early Middle Age,HR,California,2023,2,No
EMP1283,David,Davis,30,Active,2020-12-24,79251.95,david.davis@example.com,903-678-8126,Good,False,Early Middle Age,DevOps,Nevada,2020,3,No
EMP1284,Alice,Johnson,40,Pending,2024-11-21,114822.78,alice.johnson@example.com,868-669-4319,Good,True,Late Middle Age,Finance,New York,2024,3,Yes
EMP1285,Alice,Williams,35,Active,2021-11-17,69919.32,alice.williams@example.com,293-908-7883,Average,True,Early Middle Age,Sales,Illinois,2021,2,Yes
EMP1286,Heidi,Smith,30,Inactive,2021-01-29,106616.97,heidi.smith@example.com,434-481-2307,Poor,False,Early Middle Age,Sales,Florida,2021,1,No
EMP1287,Heidi,Jones,35,Active,2024-02-17,73597.85,heidi.jones@example.com,340-242-4032,Poor,True,Early Middle Age,DevOps,New York,2024,1,Yes
EMP1288,David,Smith,30,Inactive,2024-08-20,79939.23,david.smith@example.com,810-595-5183,Excellent,True,Early Middle Age,Sales,Nevada,2024,4,Yes
EMP1289,Grace,Garcia,25,Inactive,2021-10-24,85547.87,grace.garcia@example.com,269-450-0533,Poor,False,Young Adults,Admin,New York,2021,1,No
EMP1290,Grace,Smith,30,Inactive,2021-09-10,90772.25,grace.smith@example.com,240-891-6497,Average,False,Early Middle Age,Finance,California,2021,2,No
EMP1291,Eva,Williams,35,Active,2023-09-29,58275.74,eva.williams@example.com,373-543-9626,Good,False,Early Middle Age,DevOps,New York,2023,3,No
EMP1292,Grace,Smith,30,Pending,2020-08-28,94709.79,grace.smith@example.com,365-271-7271,Excellent,False,Early Middle Age,DevOps,California,2020,4,No
EMP1293,Frank,Johnson,30,Active,2022-09-06,60722.99,frank.johnson@example.com,239-724-0421,Excellent,True,Early Middle Age,Admin,New York,2022,4,Yes
EMP1294,Frank,Johnson,40,Inactive,2024-03-31,87626.24,frank.johnson@example.com,693-121-6375,Good,True,Late Middle Age,DevOps,Illinois,2024,3,Yes
EMP1295,David,Brown,30,Active,2022-12-12,81272.36,david.brown@example.com,182-091-6600,Poor,False,Early Middle Age,DevOps,Illinois,2022,1,No
EMP1296,Bob,Miller,30,Pending,2022-11-01,64150.97,bob.miller@example.com,231-428-99,Good,True,Early Middle Age,Cloud Tech,Texas,2022,3,Yes
EMP1297,Charlie,Davis,35,Active,2023-10-25,64378.1,charlie.davis@example.com,185-132-7971,Poor,False,Early Middle Age,Sales,Florida,2023,1,No
EMP1298,Bob,Jones,30,Inactive,2020-09-27,85927.35,bob.jones@example.com,457-230-8480,Good,False,Early Middle Age,Finance,Texas,2020,3,No
EMP1299,Alice,Garcia,30,Inactive,2024-01-21,51523.93,alice.garcia@example.com,184-186-19,Average,True,Early Middle Age,Finance,Nevada,2024,2,Yes
EMP1300,Alice,Smith,30,Active,2022-05-17,74117.02,alice.smith@example.com,303-662-5435,Poor,False,Early Middle Age,Sales,Texas,2022,1,No
EMP1301,Alice,Smith,25,Inactive,2022-04-17,62598.69,alice.smith@example.com,172-131-4518,Average,True,Young Adults,Finance,Texas,2022,2,Yes
EMP1302,Grace,Williams,35,Inactive,2022-02-08,55617.5,grace.williams@example.com,515-109-2267,Excellent,True,Early Middle Age,Finance,Florida,2022,4,Yes
EMP1303,Charlie,Miller,35,Pending,2022-03-15,87018.98,charlie.miller@example.com,592-624-9450,Good,True,Early Middle Age,Cloud Tech,New York,2022,3,Yes
EMP1304,David,Johnson,25,Inactive,2023-10-11,100336.58,david.johnson@example.com,475-410-2251,Excellent,True,Young Adults,Cloud Tech,California,2023,4,Yes
EMP1305,Grace,Jones,30,Inactive,2020-11-13,69295.48,grace.jones@example.com,677-119-6420,Excellent,False,Early Middle Age,Admin,Florida,2020,4,No
EMP1306,Bob,Brown,25,Pending,2024-04-17,115536.66,bob.brown@example.com,522-655-7675,Excellent,True,Young Adults,DevOps,Florida,2024,4,Yes
EMP1307,David,Johnson,30,Pending,2020-03-09,81250.87,david.johnson@example.com,952-366-8787,Excellent,False,Early Middle Age,Cloud Tech,Texas,2020,4,No
EMP1308,Alice,Garcia,30,Inactive,2022-06-17,66403.75,alice.garcia@example.com,788-361-9688,Good,False,Early Middle Age,DevOps,Texas,2022,3,No
EMP1309,Alice,Miller,30,Active,2024-07-28,114147.79,alice.miller@example.com,313-503-0586,Excellent,False,Early Middle Age,Sales,California,2024,4,No
EMP1310,Frank,Garcia,30,Pending,2022-12-03,65472.99,frank.garcia@example.com,210-552-4727,Good,False,Early Middle Age,HR,New York,2022,3,No
EMP1311,Alice,Davis,30,Active,2023-07-06,97512.51,alice.davis@example.com,633-302-1259,Good,True,Early Middle Age,Sales,Nevada,2023,3,Yes
EMP1312,Alice,Brown,35,Inactive,2024-05-28,86712.41,alice.brown@example.com,650-191-7919,Average,True,Early Middle Age,DevOps,Nevada,2024,2,Yes
EMP1313,Grace,Davis,30,Active,2024-03-25,87654.98,grace.davis@example.com,252-131-0961,Poor,False,Early Middle Age,HR,Florida,2024,1,No
EMP1314,David,Williams,35,Inactive,2020-04-28,89367.02,david.williams@example.com,272-847-6569,Poor,False,Early Middle Age,DevOps,New York,2020,1,No
EMP1315,Charlie,Garcia,40,Active,2021-11-07,95269.41,charlie.garcia@example.com,412-009-2819,Good,True,Late Middle Age,Admin,California,2021,3,Yes
EMP1316,Frank,Williams,25,Active,2020-04-15,68792.31,frank.williams@example.com,667-849-8435,Average,False,Young Adults,Sales,Nevada,2020,2,No
EMP1317,Alice,Smith,25,Pending,2023-10-07,89119.53,alice.smith@example.com,241-862-3689,Good,True,Young Adults,Admin,Illinois,2023,3,Yes
EMP1318,Frank,Davis,35,Active,2024-02-27,58212.13,frank.davis@example.com,362-891-7755,Good,False,Early Middle Age,Cloud Tech,New York,2024,3,No
EMP1319,Heidi,Miller,30,Pending,2021-02-22,77764.24,heidi.miller@example.com,620-563-4110,Good,True,Early Middle Age,DevOps,Illinois,2021,3,Yes
EMP1320,Frank,Garcia,35,Pending,2023-08-21,75148.17,frank.garcia@example.com,595-034-2810,Average,False,Early Middle Age,Finance,Florida,2023,2,No
EMP1321,Heidi,Jones,40,Inactive,2024-04-08,108781.18,heidi.jones@example.com,390-438-3033,Poor,False,Late Middle Age,Cloud Tech,Nevada,2024,1,No
EMP1322,Frank,Brown,35,Pending,2024-11-04,65489.19,frank.brown@example.com,199-097-0050,Average,True,Early Middle Age,Finance,Texas,2024,2,Yes
EMP1323,Eva,Johnson,30,Pending,2022-05-05,70663.46,eva.johnson@example.com,405-468-3564,Excellent,False,Early Middle Age,Sales,Illinois,2022,4,No
EMP1324,David,Miller,40,Inactive,2023-02-01,95822.56,david.miller@example.com,215-681-8208,Average,False,Late Middle Age,Sales,New York,2023,2,No
EMP1325,Eva,Miller,40,Pending,2022-10-01,82258.03,eva.miller@example.com,679-042-2710,Average,True,Late Middle Age,DevOps,Nevada,2022,2,Yes
EMP1326,Frank,Williams,30,Pending,2022-09-27,62883.34,frank.williams@example.com,332-288-9856,Average,False,Early Middle Age,Admin,Nevada,2022,2,No
EMP1327,Alice,Davis,30,Pending,2020-04-09,103503.72,alice.davis@example.com,254-596-0632,Average,True,Early Middle Age,Cloud Tech,Texas,2020,2,Yes
EMP1328,David,Garcia,25,Active,2021-03-23,85401.3,david.garcia@example.com,991-297-1023,Poor,True,Young Adults,DevOps,New York,2021,1,Yes
EMP1329,Heidi,Garcia,40,Pending,2023-02-03,85547.87,heidi.garcia@example.com,817-175-2420,Excellent,False,Late Middle Age,Cloud Tech,Texas,2023,4,No
EMP1330,Eva,Smith,30,Pending,2024-07-23,98850.14,eva.smith@example.com,495-511-2746,Poor,False,Early Middle Age,HR,Texas,2024,1,No
EMP1331,Charlie,Smith,25,Active,2021-05-08,63435.24,charlie.smith@example.com,472-197-0545,Poor,False,Young Adults,Cloud Tech,Illinois,2021,1,No
EMP1332,Frank,Brown,35,Inactive,2022-04-11,82129.84,frank.brown@example.com,692-758-9550,Average,False,Early Middle Age,Finance,Texas,2022,2,No
EMP1333,David,Williams,35,Pending,2024-10-23,95492.61,david.williams@example.com,687-409-0379,Good,False,Early Middle Age,DevOps,Texas,2024,3,No
EMP1334,Grace,Miller,40,Inactive,2020-04-24,94572.37,grace.miller@example.com,214-629-6135,Good,False,Late Middle Age,Finance,Illinois,2020,3,No
EMP1335,Bob,Garcia,40,Inactive,2023-03-04,118413.05,bob.garcia@example.com,715-778-7111,Poor,False,Late Middle Age,Finance,Nevada,2023,1,No
EMP1336,Alice,Jones,30,Pending,2022-08-31,68976.65,alice.jones@example.com,166-365-1558,Poor,True,Early Middle Age,Admin,Nevada,2022,1,Yes
EMP1337,Eva,Williams,30,Active,2021-01-02,115013.65,eva.williams@example.com,737-147-0826,Average,False,Early Middle Age,Sales,Nevada,2021,2,No
EMP1338,David,Brown,30,Inactive,2020-06-06,70949.38,david.brown@example.com,235-909-6055,Poor,True,Early Middle Age,Admin,Nevada,2020,1,Yes
EMP1339,Grace,Brown,30,Pending,2020-10-13,105334.87,grace.brown@example.com,730-306-4420,Average,False,Early Middle Age,HR,Florida,2020,2,No
EMP1340,Bob,Williams,30,Active,2020-07-19,80596.18,bob.williams@example.com,214-614-7682,Good,False,Early Middle Age,DevOps,California,2020,3,No
EMP1341,Frank,Brown,30,Inactive,2024-05-03,72846.37,frank.brown@example.com,420-165-4234,Good,True,Early Middle Age,Sales,Illinois,2024,3,Yes
EMP1342,Heidi,Williams,40,Pending,2022-02-07,80229.36,heidi.williams@example.com,677-826-5959,Excellent,False,Late Middle Age,Admin,California,2022,4,No
EMP1343,Grace,Johnson,25,Active,2023-12-31,55145.47,grace.johnson@example.com,893-199-2549,Good,False,Young Adults,Sales,California,2023,3,No
EMP1344,Grace,Williams,30,Inactive,2022-01-08,85547.87,grace.williams@example.com,272-751-6479,Poor,True,Early Middle Age,DevOps,Florida,2022,1,Yes
EMP1345,Eva,Davis,40,Active,2020-09-28,56110.81,eva.davis@example.com,727-910-3367,Good,False,Late Middle Age,HR,California,2020,3,No
EMP1346,Grace,Williams,25,Inactive,2023-02-09,56514.5,grace.williams@example.com,296-353-3904,Average,False,Young Adults,Cloud Tech,Texas,2023,2,No
EMP1347,Frank,Brown,40,Inactive,2022-03-05,104541.84,frank.brown@example.com,504-481-7765,Good,False,Late Middle Age,Cloud Tech,California,2022,3,No
EMP1348,David,Garcia,30,Pending,2022-02-18,61865.12,david.garcia@example.com,558-685-1275,Excellent,True,Early Middle Age,Sales,New York,2022,4,Yes
